Var1,Var2,Var3,Var4,Var5
rov trace:,NaN,NaN,NaN,NaN
,-0.001,0.003,0.002,-0.006
,-0.001,0.002,0.005,-0.01
,-0.003,0,0.006,-0.012
,-0.004,-0.001,0.006,-0.012
,-0.005,-0.002,0.004,-0.009
,-0.005,-0.002,0.001,-0.006
,-0.003,-0.002,-0.002,-0.003
,0,-0.003,-0.003,-0.001
,0.002,-0.005,-0.002,0
,0.003,-0.007,-0.001,0.001
,0.004,-0.009,0.002,0.001
,0.005,-0.01,0.003,0.002
,0.007,-0.011,0.005,0.001
,0.009,-0.011,0.005,0
,0.012,-0.01,0.005,-0.001
,0.013,-0.008,0.004,-0.001
,0.012,-0.006,0.002,0.001
,0.008,-0.004,0.001,0.004
,0.002,-0.003,0,0.006
,-0.004,-0.003,-0.002,0.007
,-0.008,-0.003,-0.004,0.005
,-0.01,-0.002,-0.005,0.001
,-0.009,0,-0.006,-0.004
,-0.007,0.003,-0.006,-0.006
,-0.004,0.005,-0.005,-0.007
,-0.003,0.005,-0.003,-0.006
,-0.002,0.003,-0.002,-0.005
,-0.001,0,-0.001,-0.003
,-0.001,-0.003,-0.001,0
,-0.001,-0.004,-0.001,0.003
,-0.002,-0.002,-0.001,0.005
,-0.004,0.001,-0.002,0.007
,-0.006,0.005,-0.002,0.006
,-0.007,0.008,-0.003,0.005
,-0.005,0.008,-0.003,0.002
,-0.002,0.007,-0.003,0
,0.001,0.005,-0.003,-0.001
,0.002,0.003,-0.002,-0.002
,0,0.002,-0.002,-0.002
,-0.002,0.002,-0.001,-0.004
,-0.002,0.001,0.001,-0.006
,0,0.001,0.003,-0.007
,0.003,0.001,0.005,-0.007
,0.004,0,0.007,-0.004
,0.004,-0.001,0.008,0
,0.003,-0.001,0.007,0.003
,0.002,0,0.005,0.003
,0.002,0.001,0.002,0.002
,0.003,0.002,0.001,0
,0.005,0.003,0,-0.001
,0.005,0.004,0.001,0
,0.004,0.005,0,0.002
,0.001,0.006,-0.001,0.003
,-0.001,0.007,-0.003,0.003
,-0.002,0.007,-0.004,0.003
,-0.002,0.006,-0.004,0.002
,-0.001,0.005,-0.001,0.002
,0,0.003,0.003,0.002
,0,0.002,0.006,0.002
,0.001,0.001,0.006,0.002
,0.001,0,0.004,0.003
,0.002,-0.002,-0.001,0.003
,0.002,-0.004,-0.005,0.004
,0.002,-0.005,-0.007,0.005
,0.001,-0.003,-0.007,0.004
,0.001,-0.001,-0.006,0.003
,0.001,0.001,-0.004,0
,0.002,0.001,-0.002,-0.001
,0.001,0,-0.001,0
,-0.001,-0.002,0,0.003
,-0.003,-0.002,0,0.005
,-0.006,-0.001,0,0.006
,-0.007,0.002,0,0.006
,-0.008,0.003,0,0.004
,-0.006,0.002,0,0.002
,-0.004,-0.001,0.001,0
,-0.001,-0.005,0.003,-0.001
,0.001,-0.008,0.004,-0.002
,0.002,-0.01,0.006,-0.004
,0.001,-0.01,0.007,-0.005
,-0.001,-0.008,0.008,-0.004
,-0.001,-0.005,0.008,-0.003
,0,-0.001,0.007,0
,0.002,0.002,0.005,0.001
,0.004,0.004,0.003,0.001
,0.003,0.005,0.001,-0.001
,0,0.004,0.001,-0.004
,-0.003,0.003,0.001,-0.005
,-0.006,0.002,0.002,-0.006
,-0.006,0.002,0.001,-0.006
,-0.004,0.002,-0.002,-0.005
,0,0.003,-0.005,-0.005
,0.003,0.003,-0.008,-0.006
,0.004,0.004,-0.008,-0.006
,0.003,0.003,-0.006,-0.006
,0,0.003,-0.003,-0.005
,-0.004,0.002,-0.001,-0.004
,-0.007,0,0,-0.001
,-0.007,0,-0.001,0.003
,-0.005,-0.001,-0.001,0.005
,-0.001,-0.002,0,0.007
,0.003,-0.003,0.001,0.006
,0.005,-0.004,0.002,0.004
,0.006,-0.004,0.002,0.001
,0.005,-0.002,-0.001,-0.001
,0.003,0.001,-0.003,-0.001
,0,0.004,-0.005,0.001
,-0.001,0.007,-0.004,0.002
,-0.001,0.007,-0.002,0.003
,0.001,0.005,0.001,0.002
,0.002,0.001,0.002,0
,0.003,-0.004,0.001,-0.001
,0.003,-0.008,-0.003,0
,0.001,-0.011,-0.007,0.003
,-0.001,-0.01,-0.009,0.006
,-0.003,-0.007,-0.008,0.008
,-0.003,-0.003,-0.005,0.007
,-0.003,0.001,-0.002,0.006
,-0.001,0.004,0.001,0.004
,-0.001,0.004,0.002,0.003
,-0.001,0.003,0.002,0.002
,-0.001,0.001,0.002,0
,-0.002,0,0.002,-0.004
,-0.003,-0.001,0.002,-0.007
,-0.002,-0.001,0.002,-0.01
,-0.001,-0.001,0.002,-0.01
,0,0,0.001,-0.01
,0.001,0.001,0.001,-0.009
,0.002,0.002,0.002,-0.009
,0.003,0.002,0.003,-0.008
,0.004,0.002,0.004,-0.006
,0.003,0.001,0.005,-0.002
,0.003,0,0.005,0.004
,0.003,-0.002,0.005,0.008
,0.004,-0.003,0.006,0.009
,0.005,-0.002,0.006,0.008
,0.005,0,0.005,0.005
,0.005,0.002,0.004,0.002
,0.003,0.002,0.002,0
,0.002,0.001,0,0
,0.001,-0.001,-0.002,0.001
,0,-0.003,-0.002,0.002
,-0.002,-0.004,-0.002,0.002
,-0.003,-0.004,-0.001,0.002
,-0.004,-0.003,0,0.001
,-0.003,-0.001,0.001,0
,-0.002,0,0.002,-0.001
,0,0,0.002,-0.002
,0.001,0.001,0,-0.002
,0,0.001,-0.002,-0.001
,-0.001,0.002,-0.003,0
,-0.002,0.002,-0.004,0.002
,-0.002,0.002,-0.003,0.003
,-0.001,0.002,-0.001,0.003
,-0.001,0.001,0.001,0.001
,-0.002,0,0.002,-0.002
,-0.005,-0.001,0.001,-0.004
,-0.008,-0.002,-0.001,-0.005
,-0.01,-0.002,-0.004,-0.004
,-0.009,-0.002,-0.006,-0.001
,-0.006,-0.002,-0.007,0.001
,-0.002,-0.002,-0.006,0.001
,0.001,-0.003,-0.005,-0.001
,0.003,-0.004,-0.004,-0.003
,0.003,-0.006,-0.004,-0.004
,0.003,-0.007,-0.004,-0.005
,0.003,-0.008,-0.005,-0.004
,0.003,-0.008,-0.005,-0.002
,0.002,-0.009,-0.005,0
,0,-0.01,-0.006,0.001
,-0.002,-0.011,-0.007,0.001
,-0.003,-0.012,-0.01,-0.001
,-0.003,-0.013,-0.012,-0.004
,-0.002,-0.013,-0.014,-0.006
,-0.001,-0.014,-0.014,-0.006
,-0.002,-0.015,-0.013,-0.003
,-0.004,-0.017,-0.012,0.001
,-0.006,-0.018,-0.01,0.004
,-0.008,-0.017,-0.009,0.005
,-0.009,-0.015,-0.008,0.002
,-0.008,-0.012,-0.006,-0.003
,-0.006,-0.008,-0.004,-0.008
,-0.005,-0.005,-0.001,-0.011
,-0.005,-0.003,0.002,-0.013
,-0.007,-0.002,0.004,-0.012
,-0.01,-0.001,0.007,-0.011
,-0.014,0,0.009,-0.01
,-0.016,0.002,0.012,-0.009
,-0.018,0.008,0.016,-0.009
,-0.019,0.019,0.021,-0.011
,-0.02,0.033,0.027,-0.015
,-0.019,0.047,0.031,-0.021
,-0.018,0.057,0.034,-0.026
,-0.016,0.061,0.036,-0.028
,-0.015,0.06,0.036,-0.025
,-0.014,0.055,0.035,-0.019
,-0.013,0.052,0.035,-0.011
,-0.013,0.051,0.034,-0.006
,-0.013,0.051,0.034,-0.005
,-0.009,0.049,0.034,-0.007
,-0.002,0.044,0.032,-0.009
,0.009,0.036,0.029,-0.009
,0.022,0.025,0.024,-0.004
,0.035,0.015,0.016,0.006
,0.045,0.007,0.007,0.019
,0.053,0.001,-0.001,0.033
,0.058,-0.005,-0.009,0.044
,0.062,-0.011,-0.013,0.051
,0.065,-0.017,-0.014,0.054
,0.068,-0.021,-0.014,0.056
,0.072,-0.023,-0.014,0.06
,0.074,-0.022,-0.015,0.069
,0.074,-0.02,-0.018,0.081
,0.071,-0.018,-0.02,0.093
,0.064,-0.017,-0.021,0.098
,0.053,-0.017,-0.02,0.095
,0.039,-0.016,-0.018,0.086
,0.026,-0.017,-0.016,0.074
,0.015,-0.017,-0.013,0.064
,0.006,-0.018,-0.011,0.059
,-0.002,-0.019,-0.01,0.056
,-0.011,-0.02,-0.011,0.052
,-0.019,-0.019,-0.014,0.041
,-0.026,-0.017,-0.017,0.022
,-0.031,-0.016,-0.018,-0.002
,-0.032,-0.016,-0.016,-0.027
,-0.031,-0.017,-0.012,-0.048
,-0.028,-0.019,-0.009,-0.062
,-0.027,-0.021,-0.008,-0.071
,-0.027,-0.021,-0.01,-0.078
,-0.03,-0.019,-0.013,-0.084
,-0.032,-0.016,-0.014,-0.089
,-0.033,-0.013,-0.012,-0.09
,-0.031,-0.012,-0.008,-0.086
,-0.028,-0.011,-0.004,-0.077
,-0.023,-0.012,-0.003,-0.067
,-0.019,-0.014,-0.006,-0.06
,-0.017,-0.016,-0.01,-0.056
,-0.017,-0.017,-0.014,-0.054
,-0.019,-0.017,-0.015,-0.05
,-0.021,-0.016,-0.014,-0.043
,-0.024,-0.013,-0.011,-0.033
,-0.026,-0.009,-0.009,-0.023
,-0.028,-0.005,-0.008,-0.016
,-0.029,0,-0.008,-0.013
,-0.029,0.003,-0.006,-0.013
,-0.027,0.006,-0.001,-0.015
,-0.023,0.006,0.004,-0.015
,-0.019,0.005,0.008,-0.014
,-0.016,0.004,0.009,-0.012
,-0.014,0.002,0.007,-0.01
,-0.015,0,0.004,-0.01
,-0.016,0,0.002,-0.011
,-0.017,0.001,0.002,-0.012
,-0.015,0.003,0.004,-0.011
,-0.012,0.006,0.006,-0.008
,-0.008,0.009,0.007,-0.003
,-0.005,0.012,0.005,0.003
,-0.003,0.014,0.002,0.006
,-0.002,0.015,0,0.008
,-0.002,0.015,-0.001,0.008
,0,0.015,0,0.007
,0.003,0.013,0.004,0.008
,0.006,0.011,0.007,0.01
,0.009,0.009,0.01,0.015
,0.012,0.007,0.011,0.018
,0.014,0.005,0.01,0.021
,0.015,0.004,0.009,0.021
,0.015,0.003,0.008,0.021
,0.015,0.003,0.006,0.021
,0.015,0.003,0.005,0.022
,0.016,0.002,0.004,0.024
,0.017,0.001,0.003,0.026
,0.018,0,0.002,0.025
,0.017,-0.001,0.002,0.023
,0.014,-0.002,0.001,0.019
,0.011,-0.002,0,0.015
,0.01,-0.002,-0.002,0.013
,0.01,-0.001,-0.004,0.013
,0.011,-0.001,-0.006,0.014
,0.011,-0.001,-0.007,0.015
,0.011,-0.001,-0.007,0.014
,0.01,-0.002,-0.005,0.012
,0.009,-0.002,-0.004,0.009
,0.007,-0.001,-0.003,0.008
,0.005,0,-0.001,0.007
,0.002,0,0.001,0.008
,-0.001,0,0.003,0.008
,-0.003,-0.001,0.005,0.007
,-0.004,-0.002,0.007,0.004
,-0.003,-0.001,0.009,-0.001
,-0.001,0.001,0.01,-0.006
,0,0.004,0.01,-0.009
,-0.001,0.006,0.009,-0.01
,-0.002,0.007,0.008,-0.008
,-0.004,0.005,0.006,-0.007
,-0.005,0.003,0.004,-0.007
,-0.004,0.001,0.002,-0.008
,-0.003,0,0.001,-0.009
,-0.001,0,0.001,-0.01
,-0.001,0.001,0.001,-0.009
,-0.001,0.001,0.002,-0.007
,-0.001,0.001,0.002,-0.004
,0,0.002,0.002,-0.001
,0.003,0.004,0.001,0.002
,0.006,0.005,-0.001,0.004
,0.008,0.005,-0.004,0.006
,0.008,0.003,-0.006,0.007
,0.004,0,-0.008,0.008
,0,-0.004,-0.007,0.008
,-0.003,-0.005,-0.005,0.007
,-0.004,-0.004,-0.002,0.007
,-0.005,-0.002,0.001,0.007
,-0.006,0,0.002,0.006
,-0.007,0,0.001,0.006
,-0.007,-0.001,-0.001,0.004
,-0.005,-0.004,-0.002,0.001
,-0.001,-0.007,-0.002,-0.001
,0.003,-0.008,-0.001,-0.003
,0.006,-0.008,0,-0.004
,0.007,-0.008,0.001,-0.003
,0.006,-0.007,0.001,-0.002
,0.005,-0.006,0.001,-0.001
,0.004,-0.005,0.002,0
,0.002,-0.003,0.002,0.002
,0.002,-0.001,0.003,0.003
,0,0.001,0.002,0.004
,-0.001,0.002,0.001,0.004
,-0.003,0.003,0,0.003
,-0.005,0.004,0,0.001
,-0.006,0.005,0,-0.002
,-0.007,0.007,0,-0.005
,-0.006,0.009,0.001,-0.008
,-0.005,0.01,0.002,-0.01
,-0.005,0.01,0.003,-0.012
,-0.005,0.008,0.003,-0.011
,-0.006,0.004,0.004,-0.01
,-0.007,0.001,0.003,-0.008
,-0.006,-0.001,0.002,-0.006
,-0.003,-0.002,0.001,-0.005
,0.001,-0.002,0.001,-0.006
,0.003,0,0.001,-0.005
,0.003,0.001,0.002,-0.005
,0.002,0.002,0.004,-0.002
,-0.001,0.001,0.004,0
,-0.002,0,0.004,0.001
,-0.002,-0.001,0.002,0.002
,-0.001,-0.001,-0.001,0.001
,0.001,-0.001,-0.004,-0.001
,0.004,-0.001,-0.005,-0.002
,0.006,-0.001,-0.005,-0.002
,0.007,-0.001,-0.004,-0.001
,0.008,-0.003,-0.003,0
,0.009,-0.005,-0.003,0.001
,0.009,-0.007,-0.004,0.001
,0.008,-0.007,-0.005,0
,0.008,-0.006,-0.004,0
,0.007,-0.004,-0.003,0.001
,0.006,-0.002,-0.001,0.002
,0.005,-0.001,0,0.004
,0.003,-0.001,0,0.005
,0.001,-0.002,-0.001,0.005
,-0.001,-0.001,-0.003,0.006
,-0.002,0.001,-0.004,0.008
,-0.002,0.003,-0.005,0.008
,-0.003,0.004,-0.005,0.008
,-0.005,0.003,-0.005,0.006
,-0.007,0,-0.005,0.002
,-0.009,-0.004,-0.003,-0.002
,-0.008,-0.006,-0.002,-0.006
,-0.006,-0.007,-0.001,-0.007
,-0.004,-0.005,0,-0.006
,-0.002,-0.003,0,-0.003
,-0.002,-0.002,0.001,-0.001
,-0.003,-0.001,0.003,0
,-0.004,0.001,0.006,-0.001
,-0.004,0.004,0.01,-0.004
,-0.004,0.008,0.013,-0.006
,-0.004,0.014,0.015,-0.007
,-0.005,0.019,0.015,-0.006
,-0.007,0.023,0.014,-0.003
,-0.008,0.024,0.013,-0.001
,-0.007,0.023,0.013,0
,-0.006,0.021,0.013,-0.003
,-0.003,0.018,0.014,-0.006
,0,0.017,0.016,-0.009
,0.002,0.014,0.018,-0.009
,0.004,0.01,0.02,-0.006
,0.007,0.002,0.018,-0.001
,0.01,-0.01,0.009,0.004
,0.013,-0.023,-0.008,0.007
,0.015,-0.036,-0.029,0.01
,0.017,-0.045,-0.048,0.013
,0.019,-0.047,-0.058,0.018
,0.022,-0.041,-0.057,0.023
,0.023,-0.031,-0.047,0.027
,0.023,-0.018,-0.032,0.028
,0.02,-0.007,-0.019,0.026
,0.015,0.001,-0.009,0.02
,0.008,0.005,-0.003,0.013
,0.001,0.006,0,0.006
,-0.007,0.007,0.002,-0.001
,-0.015,0.008,0.004,-0.009
,-0.024,0.008,0.006,-0.016
,-0.033,0.008,0.007,-0.023
,-0.04,0.006,0.007,-0.029
,-0.044,0.003,0.007,-0.032
,-0.041,0.001,0.006,-0.032
,-0.032,0.002,0.006,-0.03
,-0.019,0.005,0.006,-0.026
,-0.005,0.008,0.007,-0.021
,0.005,0.01,0.009,-0.014
,0.009,0.01,0.012,-0.005
,0.009,0.008,0.015,0.004
,0.006,0.005,0.017,0.01
,0.004,0.003,0.017,0.013
,0.003,0.003,0.014,0.01
,0.004,0.004,0.008,0.005
,0.006,0.004,0.002,0
,0.007,0.004,-0.002,-0.002
,0.006,0.003,-0.003,-0.001
,0.005,0.002,-0.002,0.002
,0.004,0,-0.001,0.005
,0.005,-0.001,0,0.007
,0.007,-0.003,0,0.006
,0.011,-0.004,-0.001,0.003
,0.014,-0.004,-0.001,0.001
,0.014,-0.002,0,0.001
,0.011,0.001,0.001,0.004
,0.007,0.004,0,0.008
,0.002,0.008,-0.001,0.013
,-0.001,0.01,-0.002,0.015
,-0.002,0.01,-0.002,0.015
,-0.002,0.009,-0.002,0.012
,-0.001,0.006,-0.001,0.007
,0,0.002,-0.002,0.003
,0.001,-0.002,-0.003,0.001
,0,-0.006,-0.005,0
,-0.001,-0.006,-0.005,0
,-0.002,-0.005,-0.005,0
,-0.003,-0.002,-0.003,0
,-0.002,-0.001,-0.001,-0.001
,0.001,-0.001,0,0
,0.004,-0.003,0.001,0.002
,0.007,-0.005,0.001,0.004
,0.009,-0.005,0.001,0.005
,0.008,-0.004,0.001,0.004
,0.005,-0.002,0.001,0.002
,0.001,0.001,0.001,0.001
,-0.002,0.002,0.001,0.001
,-0.005,0.002,0,0.001
,-0.007,0.002,0,0.001
,-0.007,0.001,0.001,-0.002
,-0.006,0.001,0.003,-0.005
,-0.004,0,0.005,-0.009
,-0.003,-0.001,0.004,-0.012
,-0.003,-0.002,0.002,-0.013
,-0.003,-0.003,-0.002,-0.012
,-0.004,-0.003,-0.005,-0.01
,-0.004,-0.004,-0.005,-0.008
,-0.003,-0.004,-0.003,-0.006
,-0.002,-0.004,0,-0.006
,0,-0.004,0.002,-0.006
,0.002,-0.002,0.002,-0.006
,0.003,-0.001,0.001,-0.005
,0.003,-0.001,0,-0.003
,0.002,-0.002,0,0
,0,-0.003,0.001,0.001
,-0.001,-0.003,0.002,0.003
,-0.001,-0.002,0.001,0.003
,0,0.001,-0.001,0.004
,0.001,0.003,-0.002,0.004
,0.002,0.004,-0.003,0.004
,0.001,0.003,-0.002,0.005
,0,0.001,0.001,0.005
,-0.003,-0.002,0.005,0.005
,-0.004,-0.004,0.007,0.004
,-0.003,-0.006,0.005,0.003
,-0.001,-0.008,0.001,0.001
,0.002,-0.009,-0.005,0
,0.004,-0.008,-0.01,0
,0.003,-0.006,-0.012,0.002
,0,-0.003,-0.011,0.004
,-0.002,0,-0.007,0.005
,-0.002,0.001,-0.004,0.005
,0,0,-0.003,0.004
,0.002,-0.003,-0.005,0.001
,0.003,-0.006,-0.007,-0.001
,0.001,-0.007,-0.006,-0.003
,-0.001,-0.007,-0.002,-0.004
,-0.004,-0.006,0.004,-0.005
,-0.005,-0.003,0.009,-0.006
,-0.006,-0.001,0.011,-0.007
,-0.007,0.002,0.011,-0.008
,-0.008,0.004,0.009,-0.009
,-0.01,0.006,0.009,-0.01
,-0.01,0.008,0.011,-0.011
,-0.009,0.009,0.015,-0.012
,-0.007,0.012,0.019,-0.012
,-0.005,0.016,0.024,-0.011
,-0.004,0.023,0.027,-0.01
,-0.006,0.03,0.03,-0.009
,-0.009,0.035,0.032,-0.009
,-0.012,0.038,0.033,-0.01
,-0.011,0.037,0.033,-0.011
,-0.007,0.035,0.033,-0.011
,-0.002,0.034,0.034,-0.009
,0.003,0.034,0.037,-0.007
,0.006,0.037,0.042,-0.004
,0.007,0.042,0.049,-0.002
,0.007,0.047,0.057,0
,0.009,0.052,0.064,0.004
,0.013,0.056,0.071,0.008
,0.019,0.06,0.077,0.012
,0.025,0.065,0.082,0.017
,0.03,0.069,0.089,0.021
,0.031,0.072,0.095,0.026
,0.032,0.074,0.103,0.031
,0.031,0.075,0.112,0.035
,0.032,0.078,0.121,0.039
,0.034,0.084,0.13,0.041
,0.037,0.091,0.137,0.041
,0.041,0.097,0.142,0.04
,0.045,0.1,0.142,0.038
,0.049,0.1,0.14,0.035
,0.053,0.097,0.136,0.034
,0.056,0.093,0.131,0.035
,0.058,0.087,0.121,0.039
,0.06,0.079,0.107,0.043
,0.061,0.066,0.088,0.048
,0.062,0.047,0.066,0.052
,0.062,0.025,0.043,0.051
,0.062,0.003,0.02,0.047
,0.061,-0.016,-0.009,0.041
,0.06,-0.033,-0.054,0.036
,0.061,-0.056,-0.127,0.033
,0.064,-0.093,-0.236,0.033
,0.068,-0.156,-0.382,0.035
,0.071,-0.242,-0.552,0.037
,0.071,-0.344,-0.726,0.038
,0.067,-0.444,-0.877,0.036
,0.059,-0.524,-0.989,0.033
,0.049,-0.576,-1.061,0.03
,0.038,-0.6,-1.103,0.026
,0.026,-0.611,-1.131,0.022
,0.012,-0.622,-1.142,0.015
,-0.003,-0.643,-1.118,0.005
,-0.019,-0.673,-1.027,-0.006
,-0.037,-0.699,-0.848,-0.017
,-0.057,-0.703,-0.582,-0.027
,-0.086,-0.67,-0.259,-0.037
,-0.129,-0.597,0.08,-0.048
,-0.186,-0.482,0.4,-0.065
,-0.254,-0.329,0.678,-0.089
,-0.319,-0.133,0.904,-0.122
,-0.37,0.106,1.074,-0.159
,-0.399,0.376,1.18,-0.194
,-0.407,0.649,1.212,-0.219
,-0.402,0.879,1.167,-0.232
,-0.396,1.025,1.059,-0.232
,-0.396,1.07,0.916,-0.224
,-0.406,1.026,0.774,-0.212
,-0.422,0.929,0.657,-0.2
,-0.437,0.817,0.572,-0.19
,-0.447,0.717,0.506,-0.18
,-0.45,0.634,0.442,-0.172
,-0.441,0.56,0.366,-0.167
,-0.41,0.485,0.275,-0.164
,-0.343,0.401,0.176,-0.165
,-0.224,0.311,0.081,-0.169
,-0.05,0.218,-0.001,-0.173
,0.166,0.129,-0.064,-0.174
,0.388,0.049,-0.104,-0.164
,0.576,-0.016,-0.125,-0.135
,0.702,-0.066,-0.129,-0.086
,0.759,-0.098,-0.126,-0.015
,0.76,-0.116,-0.121,0.071
,0.727,-0.124,-0.119,0.166
,0.68,-0.127,-0.117,0.259
,0.627,-0.131,-0.113,0.341
,0.57,-0.138,-0.101,0.398
,0.507,-0.149,-0.081,0.424
,0.438,-0.159,-0.059,0.418
,0.364,-0.164,-0.042,0.39
,0.288,-0.162,-0.036,0.354
,0.213,-0.152,-0.038,0.319
,0.143,-0.138,-0.044,0.288
,0.083,-0.123,-0.046,0.257
,0.035,-0.11,-0.041,0.223
,0.001,-0.098,-0.033,0.183
,-0.024,-0.088,-0.027,0.144
,-0.041,-0.078,-0.029,0.11
,-0.055,-0.068,-0.039,0.086
,-0.068,-0.059,-0.052,0.072
,-0.083,-0.052,-0.066,0.063
,-0.1,-0.05,-0.075,0.053
,-0.118,-0.051,-0.08,0.039
,-0.135,-0.055,-0.082,0.019
,-0.151,-0.058,-0.083,-0.006
,-0.159,-0.059,-0.085,-0.034
,-0.159,-0.056,-0.086,-0.06
,-0.15,-0.051,-0.085,-0.083
,-0.134,-0.046,-0.083,-0.098
,-0.116,-0.043,-0.079,-0.104
,-0.1,-0.042,-0.076,-0.101
,-0.089,-0.044,-0.072,-0.094
,-0.081,-0.044,-0.07,-0.087
,-0.074,-0.043,-0.069,-0.084
,-0.066,-0.039,-0.065,-0.084
,-0.059,-0.032,-0.06,-0.084
,-0.053,-0.025,-0.052,-0.083
,-0.05,-0.018,-0.044,-0.077
,-0.05,-0.013,-0.037,-0.069
,-0.052,-0.01,-0.031,-0.06
,-0.052,-0.008,-0.028,-0.054
,-0.049,-0.008,-0.024,-0.052
,-0.043,-0.009,-0.021,-0.051
,-0.037,-0.009,-0.016,-0.051
,-0.032,-0.007,-0.012,-0.048
,-0.031,-0.003,-0.008,-0.044
,-0.034,0.002,-0.006,-0.038
,-0.037,0.006,-0.005,-0.033
,-0.038,0.008,-0.005,-0.031
,-0.037,0.009,-0.004,-0.03
,-0.032,0.008,-0.002,-0.031
,-0.026,0.007,0,-0.031
,-0.019,0.007,0.002,-0.03
,-0.012,0.006,0.003,-0.027
,-0.005,0.005,0.003,-0.023
,0.001,0.003,0.001,-0.019
,0.005,0.001,-0.002,-0.016
,0.007,0,-0.006,-0.013
,0.007,0,-0.009,-0.011
,0.006,0.003,-0.009,-0.008
,0.006,0.005,-0.006,-0.006
,0.007,0.007,-0.001,-0.003
,0.009,0.006,0.005,0
,0.011,0.002,0.007,0.003
,0.011,-0.002,0.005,0.007
,0.009,-0.005,0,0.011
,0.006,-0.005,-0.005,0.015
,0.003,-0.003,-0.006,0.018
,0.002,-0.002,-0.003,0.018
,0.002,-0.002,0.001,0.015
,0.004,-0.003,0.004,0.011
,0.005,-0.005,0.005,0.009
,0.007,-0.007,0.005,0.008
,0.008,-0.008,0.004,0.01
,0.009,-0.009,0.006,0.013
,0.009,-0.01,0.009,0.015
,0.009,-0.009,0.014,0.015
,0.006,-0.006,0.017,0.012
,0.003,-0.001,0.018,0.009
,-0.001,0.005,0.016,0.007
,-0.004,0.01,0.012,0.006
,-0.007,0.012,0.009,0.006
,-0.008,0.011,0.008,0.006
,-0.009,0.011,0.01,0.005
,-0.009,0.01,0.012,0.002
,-0.01,0.011,0.014,0
,-0.012,0.012,0.015,-0.002
,-0.014,0.012,0.014,-0.004
,-0.015,0.01,0.013,-0.005
,-0.013,0.008,0.012,-0.005
,-0.008,0.006,0.013,-0.005
,-0.001,0.006,0.014,-0.006
,0.006,0.007,0.014,-0.007
,0.009,0.009,0.013,-0.008
,0.009,0.009,0.008,-0.009
,0.006,0.009,0.003,-0.009
,0.002,0.007,-0.002,-0.007
,0.001,0.005,-0.006,-0.004
,0.004,0.003,-0.009,0
,0.008,0.002,-0.012,0.003
,0.011,0.002,-0.015,0.006
,0.012,0.003,-0.018,0.007
,0.011,0.004,-0.02,0.008
,0.01,0.004,-0.02,0.009
,0.009,0.003,-0.017,0.009
,0.01,0,-0.012,0.007
,0.01,-0.003,-0.008,0.004
,0.009,-0.006,-0.007,0.001
,0.008,-0.009,-0.008,0
,0.007,-0.01,-0.009,0.002
,0.006,-0.011,-0.009,0.005
,0.007,-0.01,-0.007,0.008
,0.007,-0.008,-0.004,0.01
,0.006,-0.006,-0.001,0.011
,0.004,-0.004,0,0.012
,0.002,-0.004,0,0.013
,-0.001,-0.005,-0.001,0.013
,-0.002,-0.005,0.001,0.012
,-0.004,-0.003,0.004,0.01
,-0.006,0,0.009,0.007
,-0.007,0.003,0.013,0.004
,-0.009,0.004,0.014,0
,-0.01,0.003,0.013,-0.003
,-0.01,0.001,0.011,-0.006
,-0.009,0,0.01,-0.009
,-0.006,0.001,0.011,-0.01
,-0.004,0.003,0.015,-0.01
,-0.003,0.005,0.018,-0.009
,-0.004,0.007,0.019,-0.008
,-0.005,0.008,0.016,-0.007
,-0.005,0.009,0.011,-0.008
,-0.002,0.01,0.006,-0.012
,0.003,0.011,0.003,-0.016
,0.009,0.011,0.005,-0.019
,0.013,0.009,0.008,-0.02
,0.014,0.007,0.01,-0.019
,0.012,0.005,0.009,-0.015
,0.008,0.004,0.004,-0.01
,0.005,0.003,-0.003,-0.005
,0.004,0.002,-0.008,-0.001
,0.005,0.001,-0.011,0
,0.007,0,-0.01,0.001
,0.009,-0.002,-0.008,0.001
,0.011,-0.004,-0.005,0.001
,0.011,-0.005,-0.004,0.002
,0.012,-0.006,-0.005,0.003
,0.012,-0.006,-0.007,0.004
,0.012,-0.006,-0.008,0.005
,0.01,-0.007,-0.008,0.007
,0.008,-0.007,-0.007,0.01
,0.005,-0.007,-0.006,0.012
,0.002,-0.007,-0.005,0.014
,0.002,-0.006,-0.004,0.014
,0.003,-0.004,-0.003,0.013
,0.004,-0.003,-0.002,0.011
,0.004,-0.002,-0.001,0.009
,0.003,-0.003,-0.001,0.009
,-0.001,-0.005,0,0.01
,-0.005,-0.005,0.001,0.009
,-0.008,-0.003,0.002,0.008
,-0.01,0,0.004,0.005
,-0.011,0.003,0.007,0.001
,-0.011,0.005,0.01,-0.001
,-0.012,0.005,0.011,-0.001
,-0.012,0.003,0.009,-0.001
,-0.013,0.002,0.007,-0.001
,-0.014,0.002,0.004,-0.001
,-0.014,0.005,0.002,-0.003
,-0.013,0.008,0.002,-0.005
,-0.011,0.011,0.004,-0.006
,-0.009,0.011,0.005,-0.007
,-0.008,0.009,0.005,-0.008
,-0.007,0.004,0.003,-0.011
,-0.008,0.001,0.002,-0.014
,-0.007,-0.001,0.001,-0.016
,-0.006,0,0,-0.016
,-0.005,0.003,0,-0.014
,-0.003,0.007,-0.001,-0.01
,-0.001,0.01,-0.003,-0.006
,0.001,0.01,-0.006,-0.004
